Status,Credit.Grade,Amount,Age,Borrower.Rate,Debt.To.Income.Ratio
Current,B,1000,5,0.15,0.28
Current,B,9500,6,0.1545,0.28
Current,B,10000,6,0.13,0.28
Current,B,3000,6,0.14,0.28
Current,B,6800,7,0.1325,0.28
Current,B,6000,5,0.11,0.28
Current,B,12000,1,0.125,0.28
Current,B,5500,6,0.1295,0.28
Current,B,25000,2,0.28,0.28
Current,B,3000,5,0.2025,0.28
Current,C,10000,1,0.1495,0.28
Current,C,15700,1,0.2,0.28
Current,C,3500,2,0.17,0.28
Current,C,7750,3,0.1875,0.28
Current,C,1600,1,0.1775,0.28
Current,C,10000,7,0.1614,0.28
Current,C,15000,2,0.235,0.28
Current,C,11500,1,0.1838,0.28
Current,C,4300,4,0.18,0.28
Current,C,6500,4,0.1623,0.28
Current,C,6000,2,0.1544,0.28
Current,C,3500,6,0.235,0.28
Current,C,6500,3,0.25,0.28
Current,C,6566,6,0.26,0.28
Current,C,2500,3,0.18,0.28
Current,C,4500,9,0.21,0.28
Current,C,1500,3,0.138,0.28
Current,C,1000,6,0.2075,0.28
Current,C,2000,8,0.15,0.28
Current,D,5000,4,0.24,0.28
Current,D,2500,4,0.23,0.28
Current,D,2700,3,0.237,0.28
Current,D,5000,5,0.189,0.28
Current,D,1860,5,0.25,0.28
Current,D,1500,5,0.18,0.28
Current,D,3000,3,0.1975,0.28
Current,D,3500,1,0.195,0.28
Current,D,1000,8,0.23,0.28
Current,D,2000,2,0.1999,0.28
Current,E,2550,1,0.29,0.28
Current,E,4000,2,0.29,0.28
Current,E,5000,2,0.17,0.28
Current,E,3000,2,0.29,0.28
Current,E,3000,5,0.29,0.28
Current,E,1200,1,0.15,0.28
Current,E,3001,4,0.2892,0.28
Current,E,10000,6,0.24,0.28
Current,E,3000,6,0.235,0.28
Current,E,3500,5,0.2889,0.28
Current,E,6001,6,0.2275,0.28
Current,E,3000,4,0.29,0.28
Current,E,2550,4,0.29,0.28
Current,E,2600,5,0.29,0.28
Current,E,2501,5,0.29,0.28
Current,E,6050,3,0.29,0.28
Current,E,2550,4,0.29,0.28
Current,E,2550,1,0.28,0.28
Current,HR,1100,2,0.29,0.28
Current,HR,1250,4,0.2895,0.28
Current,HR,2100,2,0.29,0.28
Current,HR,1500,2,0.29,0.28
Current,HR,2740,4,0.22,0.28
Current,HR,2000,1,0.29,0.28
Current,HR,1150,1,0.17,0.28
Current,HR,2700,3,0.2575,0.28
Current,HR,1000,2,0.15,0.28
Current,HR,2550,1,0.29,0.28
Current,HR,1525,1,0.29,0.28
Current,HR,3100,6,0.28,0.28
Late,HR,1250,3,0.16,0.28
Late,HR,5250,3,0.2,0.28
Late,HR,1000,6,0.28,0.28
Current,B,3001,9,0.2,0.286
Current,HR,1500,9,0.23,0.288
Current,A,10000,5,0.1425,0.29
Current,A,7500,5,0.1387,0.29
Current,A,10000,4,0.1715,0.29
Current,A,1000,5,0.095,0.29
Current,A,20000,5,0.1299,0.29
Current,A,22000,1,0.1555,0.29
Current,A,18500,1,0.14,0.29
Current,AA,1000,5,0.0825,0.29
Current,B,25000,5,0.1898,0.29
Current,B,5000,4,0.1259,0.29
Current,B,5800,6,0.1685,0.29
Current,B,6002,5,0.1499,0.29
Current,B,3500,8,0.2,0.29
Current,B,10000,4,0.17,0.29
Current,B,5000,4,0.1298,0.29
Current,B,5000,4,0.12,0.29
Current,B,4500,2,0.16,0.29
Current,C,7400,3,0.25,0.29
Current,C,2800,1,0.1714,0.29
Current,C,2025,7,0.145,0.29
Current,C,3000,4,0.2,0.29
Current,C,2500,7,0.1444,0.29
Current,C,10000,4,0.1945,0.29
Current,C,3900,4,0.17,0.29
Current,C,15000,8,0.215,0.29
Current,C,2500,3,0.18,0.29
Current,C,4000,2,0.1395,0.29
Current,D,7500,2,0.222,0.29
Current,D,2500,7,0.2295,0.29
Current,D,3500,6,0.25,0.29
Current,D,5500,5,0.29,0.29
Current,D,1000,3,0.152,0.29
Current,D,2000,1,0.2,0.29
Current,D,10000,3,0.155,0.29
Current,D,1800,3,0.17,0.29
Current,D,1000,3,0.15,0.29
Current,D,15000,2,0.2365,0.29
Current,D,15000,3,0.1895,0.29
Current,E,4800,1,0.29,0.29
Current,E,2500,1,0.23,0.29
Current,E,12000,1,0.27,0.29
Current,E,1900,1,0.29,0.29
Current,E,2550,1,0.27,0.29
Current,E,11000,7,0.0875,0.29
Current,E,1500,1,0.2799,0.29
Current,E,4500,2,0.23,0.29
Current,E,3000,3,0.2,0.29
Current,E,1025,1,0.2,0.29
Current,E,2550,4,0.26,0.29
Current,E,6000,5,0.27,0.29
Current,E,2000,5,0.24,0.29
Current,E,2500,7,0.225,0.29
Current,E,2500,1,0.25,0.29
Current,E,2000,3,0.2325,0.29
Current,E,3500,4,0.29,0.29
Current,E,3500,3,0.29,0.29
Current,HR,6001,4,0.1111,0.29
Current,HR,1500,2,0.17,0.29
Current,HR,1000,7,0.1575,0.29
Current,HR,2550,5,0.27,0.29
Current,HR,1500,3,0.2795,0.29
Current,HR,4000,2,0.27,0.29
Current,HR,1400,1,0.17,0.29
Current,HR,1000,2,0.2685,0.29
Current,HR,6500,1,0.2495,0.29
Current,D,3000,10,0.22,0.291
Current,D,1200,9,0.23,0.293
Current,C,4800,8,0.135,0.297
Current,A,7000,10,0.1075,0.298
Current,D,3001,10,0.235,0.298
Current,B,10000,9,0.17,0.299
Default,C,3000,10,0.3,0.299
Current,A,10000,2,0.1239,0.3
Current,A,10000,5,0.1325,0.3
Current,A,20000,5,0.165,0.3
Current,A,2550,2,0.105,0.3
Current,AA,5000,8,0.115,0.3
Current,AA,3000,5,0.1293,0.3
Current,B,2500,2,0.12,0.3
Current,B,11500,2,0.135,0.3
Current,B,7000,5,0.15,0.3
Current,B,15000,4,0.1599,0.3
Current,B,5000,5,0.24,0.3
Current,B,2000,5,0.1299,0.3
Current,B,10000,2,0.165,0.3
Current,B,15000,3,0.21,0.3
Current,B,7000,7,0.145,0.3
Current,B,13500,1,0.165,0.3
Current,B,12000,1,0.127,0.3
Current,C,7500,1,0.196,0.3
Current,C,10000,4,0.275,0.3
Current,C,1425,7,0.15,0.3
Current,C,10000,4,0.1735,0.3
Current,C,3500,7,0.1694,0.3
Current,C,3000,3,0.13,0.3
Current,C,1000,8,0.17,0.3
Current,C,18000,1,0.1725,0.3
Current,C,10000,1,0.1945,0.3
Current,D,3000,3,0.24,0.3
Current,D,9600,3,0.2775,0.3
Current,D,7500,1,0.175,0.3
Current,D,1000,6,0.1915,0.3
Current,D,6500,5,0.29,0.3
Current,D,2100,1,0.2639,0.3
Current,D,6000,4,0.29,0.3
Current,D,5000,4,0.24,0.3
Current,D,1500,4,0.155,0.3
Current,D,3050,3,0.249,0.3
Current,D,1000,5,0.18,0.3
Current,D,6500,5,0.29,0.3
Current,D,4000,8,0.2375,0.3
Current,D,5000,4,0.185,0.3
Current,D,4500,3,0.22,0.3
Current,D,1000,4,0.15,0.3
Current,D,1100,3,0.11,0.3
Current,D,6001,2,0.1938,0.3
Current,D,3000,2,0.1687,0.3
Current,D,4000,4,0.288,0.3
Current,D,9000,1,0.2025,0.3
Current,D,2000,6,0.24,0.3
Current,E,10000,2,0.29,0.3
Current,E,2550,2,0.29,0.3
Current,E,2000,5,0.2,0.3
Current,E,1200,2,0.26,0.3
Current,E,3001,2,0.29,0.3
Current,E,4000,2,0.23,0.3
Current,E,3000,5,0.2575,0.3
Current,E,1800,4,0.29,0.3
Current,E,8701,3,0.2335,0.3
Current,E,20000,2,0.29,0.3
Current,E,1500,5,0.275,0.3
Current,E,3000,6,0.2875,0.3
Current,E,5000,4,0.23,0.3
Current,HR,2000,2,0.29,0.3
Current,HR,1300,7,0.27,0.3
Current,HR,3001,5,0.27,0.3
Current,HR,1600,5,0.2825,0.3
Current,HR,1000,2,0.28,0.3
Current,HR,2000,1,0.29,0.3
Current,HR,1000,2,0.095,0.3
Current,HR,1525,2,0.19,0.3
Current,HR,2500,6,0.2875,0.3
Current,HR,3000,1,0.29,0.3
Current,HR,1000,2,0.27,0.3
Current,HR,1000,2,0.2395,0.3
Current,HR,3500,2,0.29,0.3
Current,NC,1500,2,0.23,0.3
Late,D,10000,4,0.248,0.3
Late,E,7500,3,0.07,0.3
Late,E,5000,6,0.2375,0.3
Late,HR,2500,7,0.2875,0.3
Late,B,12000,8,0.23,0.3
Late,HR,1200,7,0.27,0.3
Late,D,2550,2,0.2,0.3
Late,E,3000,2,0.29,0.3
Current,C,5500,8,0.1575,0.303
Current,B,7000,8,0.1575,0.306
Current,AA,4200,10,0.0875,0.307
Current,D,3000,8,0.2375,0.307
Late,A,20000,10,0.159,0.308
Current,C,3500,10,0.275,0.309
Current,A,6000,1,0.1275,0.31
Current,A,3000,5,0.095,0.31
Current,A,25000,5,0.1345,0.31
Current,A,7500,6,0.115,0.31
Current,AA,6500,1,0.13,0.31
Current,B,6001,2,0.17,0.31
Current,B,2000,5,0.14,0.31
Current,B,3000,3,0.18,0.31
Current,B,2850,2,0.1295,0.31
Current,B,2500,7,0.16,0.31
Current,B,4000,8,0.1385,0.31
Current,B,12000,7,0.1525,0.31
Current,B,2000,1,0.15,0.31
Current,C,4200,0,0.15,0.31
Current,C,1400,2,0.16,0.31
Current,C,4500,2,0.165,0.31
Current,C,3000,1,0.17,0.31
Current,C,5000,1,0.195,0.31
Current,C,10000,2,0.19,0.31
Current,C,7500,5,0.184,0.31
Current,C,7500,6,0.17,0.31
Current,C,3000,6,0.1775,0.31
Current,C,5000,3,0.16,0.31
Current,C,5500,6,0.165,0.31
Current,C,3000,5,0.2025,0.31
Current,C,4000,6,0.145,0.31
Current,C,4000,7,0.1474,0.31
Current,D,3600,4,0.25,0.31
Current,D,3001,6,0.279,0.31
Current,D,3001,4,0.28,0.31
Current,D,15000,3,0.23,0.31
Current,D,5000,4,0.249,0.31
Current,D,1500,4,0.15,0.31
Current,E,9000,5,0.26,0.31
Current,E,4500,1,0.2,0.31
Current,E,3001,2,0.24,0.31
Current,E,1400,4,0.15,0.31
Current,E,5000,5,0.254,0.31
Current,E,3500,4,0.29,0.31
Current,E,3001,5,0.2198,0.31
Current,E,2550,6,0.2875,0.31
Current,HR,4500,5,0.29,0.31
Current,HR,1000,6,0.2875,0.31
Current,HR,4000,2,0.29,0.31
Current,HR,2000,3,0.2675,0.31
Current,HR,1000,2,0.15,0.31
Current,HR,1025,1,0.25,0.31
Current,HR,6200,3,0.29,0.31
Current,HR,2000,2,0.17,0.31
Default,HR,1200,7,0.28,0.31
Default,HR,1250,7,0.2395,0.31
Late,E,1300,3,0.29,0.31
Late,HR,2000,6,0.2875,0.31
Late,D,3001,4,0.29,0.31
Current,B,3000,10,0.08,0.311
Current,E,3200,9,0.3025,0.312
Current,B,10000,9,0.175,0.317
Current,C,1000,10,0.1625,0.317
Late,E,7000,8,0.2375,0.318
Late,A,25000,8,0.15,0.319
Current,A,1000,4,0.095,0.32
Current,A,3000,6,0.15,0.32
Current,A,3500,6,0.17,0.32
Current,A,20000,10,0.1575,0.32
Current,A,10000,1,0.14,0.32
Current,A,12000,0,0.1045,0.32
Current,A,18000,2,0.2,0.32
Current,AA,10000,1,0.1242,0.32
Current,AA,10000,1,0.1,0.32
Current,B,5000,4,0.14,0.32
Current,B,16500,1,0.22,0.32
Current,C,3000,1,0.1525,0.32
Current,C,9750,2,0.1493,0.32
Current,C,6500,1,0.1575,0.32
Current,C,5000,8,0.2,0.32
Current,C,11000,2,0.2,0.32
Current,C,1500,3,0.19,0.32
Current,C,6001,4,0.174,0.32
Current,C,6001,2,0.18,0.32
Current,D,8000,3,0.1875,0.32
Current,D,3001,5,0.25,0.32
Current,D,5000,5,0.25,0.32
Current,D,5450,1,0.2,0.32
Current,D,3000,8,0.23,0.32
Current,D,2550,7,0.189,0.32
Current,D,6001,2,0.22,0.32
Current,D,1930,2,0.1695,0.32
Current,D,6500,2,0.26,0.32
Current,D,4000,5,0.147,0.32
Current,D,2000,2,0.25,0.32
Current,D,18000,1,0.17,0.32
Current,D,7000,1,0.24,0.32
Current,E,2000,1,0.23,0.32
Current,E,1500,7,0.2875,0.32
Current,E,6500,1,0.2,0.32
Current,E,2000,1,0.23,0.32
Current,E,8500,1,0.29,0.32
Current,E,9500,2,0.29,0.32
Current,E,3500,4,0.29,0.32
Current,E,1500,1,0.15,0.32
Current,E,1350,7,0.2875,0.32
Current,E,8000,3,0.27,0.32
Current,E,1000,5,0.29,0.32
Current,E,3000,5,0.24,0.32
Current,HR,2550,1,0.2675,0.32
Current,HR,1050,7,0.2075,0.32
Current,HR,3000,3,0.05,0.32
Current,HR,1000,1,0.15,0.32
Current,HR,7000,1,0.28,0.32
Late,E,19000,5,0.29,0.32
Late,HR,3500,8,0.2375,0.32
Late,C,3000,2,0.21,0.32
Late,D,3600,4,0.26,0.32
Late,D,5000,3,0.2666,0.32
Late,A,3000,10,0.09,0.321
Current,AA,3001,9,0.0975,0.324
Current,A,10000,5,0.21,0.33
Current,A,10500,5,0.12,0.33
Current,A,5000,5,0.15,0.33
Current,A,15000,3,0.1175,0.33
Current,A,5000,2,0.13,0.33
Current,AA,5000,4,0.09,0.33
Current,AA,12000,1,0.101,0.33
Current,AA,10000,6,0.0952,0.33
Current,B,4000,1,0.15,0.33
Current,B,7000,4,0.126,0.33
Current,B,15000,4,0.17,0.33
Current,B,5000,3,0.22,0.33
Current,B,5000,1,0.14,0.33
Current,B,10000,7,0.1625,0.33
Current,C,8100,1,0.28,0.33
Current,C,12500,1,0.16,0.33
Current,C,3000,1,0.18,0.33
Current,C,7500,3,0.19,0.33
Current,C,8000,4,0.1795,0.33
Current,C,10000,4,0.1988,0.33
Current,C,2500,4,0.17,0.33
Current,C,12500,3,0.1543,0.33
Current,C,2500,6,0.18,0.33
Current,C,6000,3,0.185,0.33
Current,D,4000,1,0.15,0.33
Current,D,3000,3,0.18,0.33
Current,D,3001,3,0.249,0.33
Current,D,3100,3,0.29,0.33
Current,D,1000,1,0.2099,0.33
Current,D,8500,1,0.1694,0.33
Current,E,2500,7,0.2875,0.33
Current,E,8500,2,0.24,0.33
Current,E,3000,7,0.25,0.33
Current,E,8500,2,0.2595,0.33
Current,HR,1250,1,0.21,0.33
Current,HR,2550,5,0.29,0.33
Current,HR,1000,3,0.29,0.33
Current,HR,1000,3,0.29,0.33
Current,HR,2550,2,0.22,0.33
Current,HR,1000,1,0.29,0.33
Late,HR,2000,6,0.1775,0.33
Late,E,4200,5,0.29,0.33
Late,B,3550,9,0.198,0.333
Current,A,5000,3,0.129,0.34
Current,A,20000,8,0.1825,0.34
Current,A,25000,1,0.13,0.34
Current,A,6000,5,0.1125,0.34
Current,A,6000,4,0.115,0.34
Current,AA,2500,4,0.0949,0.34
Current,B,1100,7,0.125,0.34
Current,B,9900,3,0.17,0.34
Current,B,6500,2,0.1375,0.34
Current,B,13400,1,0.1367,0.34
Current,C,5200,1,0.2,0.34
Current,C,6000,1,0.16,0.34
Current,C,5000,1,0.15,0.34
Current,C,6500,2,0.2,0.34
Current,C,10000,5,0.17,0.34
Current,C,2000,3,0.1398,0.34
Current,C,12000,2,0.185,0.34
Current,D,25000,3,0.28,0.34
Current,D,10600,8,0.21,0.34
Current,D,2500,4,0.17,0.34
Current,D,1000,3,0.2,0.34
Current,D,15000,5,0.29,0.34
Current,D,13000,5,0.239,0.34
Current,D,7300,1,0.1948,0.34
Current,D,4800,1,0.1495,0.34
Current,D,5000,5,0.2205,0.34
Current,E,3001,2,0.2373,0.34
Current,E,2000,3,0.285,0.34
Current,E,1200,5,0.228,0.34
Current,E,3000,3,0.29,0.34
Current,HR,1300,4,0.29,0.34
Current,HR,3200,3,0.19,0.34
Current,HR,2000,2,0.29,0.34
Current,HR,1000,1,0.22,0.34
Current,HR,1000,1,0.175,0.34
Late,HR,1025,5,0.23,0.34
Current,HR,1000,10,0.22,0.344
Current,B,3000,10,0.175,0.345
Current,A,3500,3,0.15,0.35
Current,A,1600,7,0.06,0.35
Current,A,5000,8,0.0982,0.35
Current,A,15000,3,0.15,0.35
Current,A,25000,2,0.14,0.35
Current,AA,11000,1,0.1025,0.35
Current,AA,2500,2,0.09,0.35
Current,AA,9000,2,0.1435,0.35
Current,AA,25000,5,0.1699,0.35
Current,B,3000,3,0.16,0.35
Current,B,5000,2,0.129,0.35
Current,B,25000,5,0.2625,0.35
Current,B,1000,7,0.125,0.35
Current,B,3000,2,0.14,0.35
Current,C,3000,1,0.17,0.35
Current,C,5000,7,0.151,0.35
Current,C,6500,2,0.24,0.35
Current,C,3300,2,0.2,0.35
Current,C,8000,1,0.18,0.35
Current,C,5000,5,0.2,0.35
Current,C,1000,4,0.15,0.35
Current,C,15100,5,0.17,0.35
Current,C,16300,1,0.19,0.35
Current,C,2550,1,0.187,0.35
Current,C,10000,5,0.1945,0.35
Current,C,25000,3,0.2,0.35
Current,C,5000,4,0.158,0.35
Current,C,10000,1,0.168,0.35
Current,D,6500,2,0.1894,0.35
Current,D,5000,4,0.23,0.35
Current,D,3000,1,0.18,0.35
Current,D,7500,3,0.24,0.35
Current,D,19900,3,0.27,0.35
Current,D,4950,1,0.1799,0.35
Current,D,2550,1,0.1889,0.35
Current,D,8000,1,0.18,0.35
Current,E,2500,1,0.29,0.35
Current,E,2550,2,0.229,0.35
Current,E,5500,1,0.235,0.35
Current,E,1250,3,0.15,0.35
Current,E,1500,2,0.29,0.35
Current,E,3000,3,0.25,0.35
Current,E,1500,8,0.2375,0.35
Current,E,4000,3,0.29,0.35
Current,E,3000,1,0.29,0.35
Current,HR,3000,3,0.29,0.35
Current,HR,1500,5,0.1995,0.35
Current,HR,1000,5,0.29,0.35
Late,HR,4000,5,0.29,0.35
Default,NC,2800,10,0.3295,0.352
Current,B,4000,8,0.15,0.353
Current,HR,1789,10,0.45,0.354
Current,A,6800,5,0.1225,0.36
Current,AA,14950,8,0.1538,0.36
Current,B,5000,8,0.22,0.36
Current,B,22000,5,0.2445,0.36
Current,B,3500,6,0.1275,0.36
Current,B,5000,5,0.1285,0.36
Current,B,25000,1,0.18,0.36
Current,B,3001,6,0.1264,0.36
Current,B,9000,9,0.1775,0.36
Current,B,20000,4,0.15,0.36
Current,C,2500,4,0.24,0.36
Current,C,5000,3,0.1624,0.36
Current,D,3000,4,0.279,0.36
Current,D,5000,3,0.29,0.36
Current,D,3000,7,0.1875,0.36
Current,D,7000,5,0.2,0.36
Current,D,7000,5,0.21,0.36
Current,D,7500,3,0.185,0.36
Current,D,4000,6,0.26,0.36
Current,D,3500,1,0.2149,0.36
Current,D,5000,1,0.22,0.36
Current,E,10000,3,0.2425,0.36
Current,E,15000,2,0.28,0.36
Current,E,15000,4,0.29,0.36
Current,E,10000,1,0.23,0.36
Current,E,2426,4,0.06,0.36
Current,E,1500,4,0.29,0.36
Current,HR,2599,1,0.29,0.36
Current,HR,3001,1,0.29,0.36
Late,C,10001,5,0.255,0.36
Current,B,4200,8,0.12,0.362
Current,B,6000,9,0.15,0.363
Current,A,15500,1,0.13,0.37
Current,AA,6000,2,0.115,0.37
Current,AA,13000,5,0.1325,0.37
Current,B,7300,1,0.12,0.37
Current,B,6800,5,0.1468,0.37
Current,B,10000,3,0.1549,0.37
Current,B,20000,5,0.17,0.37
Current,C,6750,1,0.1692,0.37
Current,C,1400,4,0.1375,0.37
Current,C,3000,5,0.225,0.37
Current,C,4000,6,0.154,0.37
Current,C,4000,5,0.18,0.37
Current,C,10000,12,0.09,0.37
Current,C,1000,7,0.2,0.37
Current,C,4900,3,0.225,0.37
Current,D,24000,4,0.29,0.37
Current,D,2000,2,0.1695,0.37
Current,D,3000,3,0.249,0.37
Current,D,6500,7,0.21,0.37
Current,D,7500,8,0.22,0.37
Current,D,2500,6,0.2075,0.37
Current,D,12500,5,0.2599,0.37
Current,D,1600,4,0.11,0.37
Current,E,1100,8,0.2,0.37
Current,E,5000,4,0.15,0.37
Current,E,4000,4,0.29,0.37
Current,E,5000,7,0.25,0.37
Current,E,1000,0,0.2099,0.37
Current,E,5300,3,0.29,0.37
Current,HR,2550,6,0.2825,0.37
Current,HR,3000,1,0.29,0.37
Current,C,4000,9,0.1775,0.378
Current,A,2000,1,0.1025,0.38
Current,A,10000,3,0.125,0.38
Current,AA,6000,2,0.0849,0.38
Current,AA,2500,2,0.1,0.38
Current,B,2500,5,0.1,0.38
Current,B,4000,5,0.1549,0.38
Current,B,20000,6,0.2,0.38
Current,B,5000,7,0.1025,0.38
Current,B,9000,7,0.1425,0.38
Current,C,1500,2,0.17,0.38
Current,C,8000,1,0.2155,0.38
Current,C,8775,6,0.1775,0.38
Current,D,17000,1,0.18,0.38
Current,D,7500,6,0.0575,0.38
Current,D,5000,5,0.25,0.38
Current,D,3000,4,0.2466,0.38
Current,D,10000,4,0.269,0.38
Current,D,2500,1,0.135,0.38
Current,E,1000,1,0.2895,0.38
Current,E,4000,1,0.21,0.38
Current,E,1200,2,0.25,0.38
Current,E,3000,3,0.29,0.38
Current,E,2150,6,0.275,0.38
Current,E,7000,3,0.2575,0.38
Current,E,3001,2,0.29,0.38
Current,E,1650,3,0.2875,0.38
Current,E,4999,4,0.29,0.38
Current,E,2000,1,0.29,0.38
Current,E,8000,5,0.29,0.38
Current,E,10000,2,0.28,0.38
Current,E,12000,5,0.29,0.38
Current,E,2995,6,0.279,0.38
Current,HR,12000,4,0.28,0.38
Current,HR,3000,3,0.24,0.38
Current,HR,1000,2,0.15,0.38
Late,HR,1600,3,0.11,0.38
Late,D,3000,7,0.2875,0.38
Current,D,4000,14,0.13,0.384
Late,D,3000,8,0.2375,0.384
Current,A,2000,9,0.1097,0.386
Current,A,7500,2,0.165,0.39
Current,AA,10250,1,0.0995,0.39
Current,AA,8000,2,0.1074,0.39
Current,B,12000,3,0.245,0.39
Current,B,15000,4,0.29,0.39
Current,B,3000,5,0.17,0.39
Current,B,15000,1,0.1355,0.39
Current,B,3500,3,0.178,0.39
Current,B,8000,2,0.14,0.39
Current,B,25000,2,0.1999,0.39
Current,B,15000,1,0.1844,0.39
Current,B,3000,3,0.175,0.39
Current,B,2500,4,0.11,0.39
Current,C,7000,1,0.25,0.39
Current,C,5000,1,0.24,0.39
Current,C,7500,5,0.1744,0.39
Current,C,10000,2,0.24,0.39
Current,C,2000,3,0.215,0.39
Current,C,9000,3,0.18,0.39
Current,C,5000,3,0.234,0.39
Current,C,2000,3,0.163,0.39
Current,D,1000,2,0.19,0.39
Current,D,3000,3,0.25,0.39
Current,D,3000,4,0.215,0.39
Current,D,2500,1,0.2,0.39
Current,D,5000,3,0.222,0.39
Current,D,3000,1,0.24,0.39
Current,D,3000,3,0.263,0.39
Current,E,1000,1,0.2295,0.39
Current,E,3500,2,0.29,0.39
Current,E,25000,3,0.25,0.39
Current,E,4500,5,0.25,0.39
Current,E,1000,2,0.12,0.39
Current,E,1500,4,0.29,0.39
Current,E,7800,5,0.29,0.39
Current,HR,1500,5,0.23,0.39
Current,HR,1500,4,0.17,0.39
Current,HR,3000,1,0.29,0.39
Current,HR,3000,3,0.16,0.39
Current,HR,1800,1,0.2395,0.39
Late,D,3001,7,0.2875,0.39
Late,B,25000,8,0.2,0.392
Late,B,5000,10,0.2,0.395
Current,E,5000,9,0.2525,0.398
Current,A,20000,4,0.1688,0.4
Current,A,12000,1,0.15,0.4
Current,A,20000,1,0.15,0.4
Current,B,6800,7,0.1775,0.4
Current,B,4000,1,0.115,0.4
Current,B,15000,3,0.18,0.4
Current,B,9200,3,0.29,0.4
Current,B,5000,2,0.18,0.4
Current,B,5000,1,0.1799,0.4
Current,B,25000,1,0.29,0.4
Current,C,18500,7,0.1825,0.4
Current,D,2900,1,0.265,0.4
Current,D,25000,4,0.2399,0.4
Current,D,5500,2,0.21,0.4
Current,E,2000,1,0.24,0.4
Current,E,1000,2,0.2,0.4
Current,E,2550,1,0.1885,0.4
Current,E,8500,7,0.1925,0.4
Current,E,2900,5,0.29,0.4
Current,E,3000,1,0.29,0.4
Current,E,5000,5,0.29,0.4
Current,E,3250,6,0.255,0.4
Current,HR,1000,1,0.29,0.4
Current,HR,5000,1,0.204,0.4
Current,HR,1000,2,0.17,0.4
Late,E,1400,6,0.285,0.4
Current,A,5000,9,0.12,0.405
Current,D,2000,8,0.2375,0.405
Current,C,1500,10,0.15,0.406
Current,A,3000,8,0.1528,0.41
Current,AA,10000,1,0.11,0.41
Current,AA,25000,3,0.15,0.41
Current,B,6150,3,0.19,0.41
Current,B,11000,5,0.16,0.41
Current,B,2000,2,0.11,0.41
Current,B,9000,5,0.2,0.41
Current,B,21000,3,0.15,0.41
Current,C,1000,2,0.135,0.41
Current,C,8000,2,0.2,0.41
Current,C,7500,4,0.27,0.41
Current,C,3000,5,0.2,0.41
Current,C,7000,4,0.23,0.41
Current,C,3000,2,0.19,0.41
Current,D,3900,3,0.2,0.41
Current,D,10000,2,0.3,0.41
Current,D,2500,5,0.1866,0.41
Current,E,2750,6,0.2875,0.41
Current,E,2550,1,0.29,0.41
Current,E,2000,1,0.1797,0.41
Current,E,2500,7,0.27,0.41
Current,E,15000,4,0.29,0.41
Current,E,1500,5,0.1895,0.41
Current,HR,1275,1,0.24,0.41
Current,HR,2600,2,0.2795,0.41
Current,E,3000,10,0.18,0.414
Current,D,3050,9,0.23,0.416
Current,A,15000,3,0.145,0.42
Current,A,15000,1,0.107,0.42
Current,B,7000,5,0.1519,0.42
Current,C,25000,7,0.285,0.42
Current,C,8100,5,0.19,0.42
Current,C,4200,5,0.15,0.42
Current,C,2500,6,0.2,0.42
Current,D,4750,2,0.2,0.42
Current,D,1000,4,0.15,0.42
Current,D,6000,5,0.29,0.42
Current,E,6000,1,0.27,0.42
Current,E,9000,5,0.2559,0.42
Current,E,5000,6,0.2875,0.42
Current,A,10000,3,0.15,0.43
Current,A,10000,4,0.144,0.43
Current,A,9000,2,0.16,0.43
Current,A,5000,8,0.1163,0.43
Current,A,19000,5,0.15,0.43
Current,AA,5500,1,0.0925,0.43
Current,B,6000,4,0.14,0.43
Current,B,15000,1,0.2,0.43
Current,B,16000,4,0.22,0.43
Current,C,15000,4,0.28,0.43
Current,C,5000,3,0.27,0.43
Current,C,3000,5,0.2,0.43
Current,C,4000,7,0.24,0.43
Current,C,3750,5,0.18,0.43
Current,D,7000,3,0.29,0.43
Current,D,10000,6,0.2875,0.43
Current,E,1000,8,0.2475,0.43
Current,E,1000,1,0.2345,0.43
Current,HR,3050,1,0.29,0.43
Current,HR,3000,2,0.23,0.43
Current,HR,1000,1,0.21,0.43
Current,HR,2500,1,0.11,0.43
Late,AA,2200,6,0.15,0.43
Late,C,16000,7,0.25,0.43
Current,A,3200,10,0.12,0.439
Current,A,2000,4,0.11,0.44
Current,A,1000,1,0.0884,0.44
Current,B,7200,1,0.21,0.44
Current,C,4000,2,0.19,0.44
Current,C,18200,2,0.23,0.44
Current,C,12000,4,0.2,0.44
Current,C,12000,4,0.2044,0.44
Current,C,12999,2,0.18,0.44
Current,C,5200,2,0.2,0.44
Current,D,6000,2,0.28,0.44
Current,D,15000,6,0.22,0.44
Current,D,3500,5,0.29,0.44
Current,D,4700,6,0.2,0.44
Current,D,2550,3,0.29,0.44
Current,D,14999,1,0.238,0.44
Current,D,3780,5,0.29,0.44
Current,E,3000,6,0.2875,0.44
Current,E,2600,4,0.29,0.44
Current,E,4250,1,0.245,0.44
Current,E,3500,4,0.29,0.44
Current,HR,1650,1,0.29,0.44
Current,HR,1000,3,0.25,0.44
Current,HR,2550,1,0.29,0.44
Current,AA,5000,9,0.11,0.441
Current,A,6000,3,0.12,0.45
Current,A,14000,1,0.1519,0.45
Current,B,5000,5,0.22,0.45
Current,B,20000,3,0.18,0.45
Current,B,3001,5,0.1475,0.45
Current,B,1850,2,0.1144,0.45
