Company Name,Industry Name,SIC,Exchange,Country,Stock Price,% Chg in last year,Trading Volume,# of shares outstanding,Market Cap,Total Debt,Firm Value,Enterprise Value,Cash,Revenues: Last yr,Trailing 12-mth Revenues,Current PE,Trailing PE,Forward EPS,Forward PE,PEG Ratio,PBV Ratio,PS Ratio,EV/EBIT,EV/EBITDA,EV/ Invested Capital,Value/BV of Capital,EV/Sales,EV/ Trailing Sales,Growth in EPS: Last 5 years,Expected Growth in EPS: next 5 years,Expected Growth in Revenues: next 5 years,Growth in Revenue- last year, 3-yr Regression Beta,Value Line Beta,HiLo risk,3-yr Standard Deviation (Stock Price),Reinvestment,Correlation,Payout Ratio,Reinvestment Rate,ROE,ROC,Net Margin,Pre-tax Operating Margin,Invested Capital,BV of Assets,Non-cash WC,Chg in non-cash WC,Net Income,EBIT,EBIT(1-t),EBITDA,FCFF,Eff Tax Rate,Non-cash WC as % of Revenues,Cash as % of Firm Value,Cash as % of Revenues,Cash as % of Total Assets,Capital Expenditures,Depreciation,SG&A Expenses,Trailing Revenues,Trailing Net Income,Dividends,Intangible Assets/Total Assets,Fixed Assets/Total Assets,Market D/E,Market Debt to Capital,Book Debt to Capital,Dividend Yield,Insider Holdings,Institutional Holdings
Kleenair Systems Inc,Environmental,4953,NDQ,US,0.04,0,237000,58.1,2.5,0.3,2.8,2.5,0.3,0.2,0.2,NA,NA,NA,NA,NA,1.79,12.5,NA,NA,1.79,1.65,12.5,12.5,NA,NA,NA,0,-1.14,0.7,0.8,1.07,-0.2,-0.21,NA,0.14,-0.93,-0.99,-6.5,-6.93,1.4,2,-0.2,0,-1.3,-1.39,-1.39,-1.19,-1.19,0,-1,0.11,1.5,0.15,0,0.2,0.8,0.2,-0.5,0,0.75,0.05,0.12,0.11,0.18,0,NA,0
Klever Marketing Inc,Advertising,7310,NDQ,US,0.08,-0.09,8862,36.6,3.1,0,3.1,3.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6.25,0.7,NA,2.99,-0.1,0.42,NA,NA,NA,NA,NA,NA,-4.1,0.1,-4.1,0,-0.6,NA,NA,NA,NA,0,NA,0,NA,0,0,0.1,0.6,0,-0.8,0,0,0,0,0,NA,0,NA,0
KMG America Corp.,Insurance (Life),6310,NYS,Foreign,9.18,0.01,32000,0,0,0,0,0,0,NA,NA,NA,NA,0.21,43.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,NA,0,0,0,0.18,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0.98
KMG Chemicals Inc,Chemical (Specialty),2820,NDQ,US,7.9,-0.02,5029,8.8,71.2,21.2,92.4,83.6,8.8,59.2,59.2,22.97,23.73,NA,NA,NA,2.16,1.2,10.99,8.52,1.85,1.71,1.41,1.41,NA,NA,NA,0.17,0.75,0.35,0.32,0.85,-1.8,0.18,0,-0.37,0.09,0.11,0.05,0.13,45.3,61.1,7.1,0,3.1,7.61,4.82,9.81,6.62,0.37,0.12,0.1,0.15,0.14,0.4,2.2,12.7,59.2,3,0,0.52,0.09,0.3,0.23,0.39,0,NA,0.12
Knape & Vogt Mfg.,Furn/Home Furnishings,2500,NDQ,US,14.18,0,6730,4.5,64.3,22.5,86.8,80.5,6.3,157.4,159.8,20.74,16.92,NA,NA,NA,1.69,0.41,5.86,4.08,1.48,1.43,0.51,0.5,-0.1,NA,NA,0.06,0.07,0.5,0.18,0.19,-3.22,0.08,0.96,-0.31,0.08,0.19,0.02,0.09,54.3,92.4,24.9,0.38,3.1,13.74,10.46,19.74,13.68,0.24,0.16,0.07,0.04,0.07,2.4,6,22.4,159.8,3.8,2.97,0.05,0.24,0.35,0.26,0.37,0.05,NA,0.09
KNBT Bancorp Inc,Thrift,6120,NDQ,Foreign,16.29,0,61948,29.1,499.4,15.5,514.9,428.7,86.2,NA,NA,28.54,26.15,0.76,21.43,2.43,1.32,NA,NA,NA,1.4,1.31,NA,NA,NA,0.12,NA,0,0,0.95,0.14,0,0,NA,0.47,NA,0.05,NA,NA,NA,306.7,2415.1,0,0,17.5,NA,NA,NA,NA,0.21,NA,0.17,NA,0.04,0,0,18.2,0,19.1,8.15,0.02,0.02,0.03,0.03,0.04,0.02,NA,0.36
Knight Capital Group,Securities Brokerage,6210,NDQ,US,9.89,0,900230,109.7,1005.4,0,1005.4,305.3,700.1,625.8,621.4,23.88,45.09,0.67,14.76,0.88,1.18,1.61,3.05,2.67,1.98,1.18,0.49,0.49,-0.18,0.27,0.12,-0.02,2.49,1.45,0.21,0.53,25,0.94,0,0.47,0.05,0.34,0.07,0.16,154.4,1391.5,156.4,-1.1,42.1,100.19,53.15,114.19,28.15,0.47,0.25,0.7,1.13,0.5,40.1,14,288.1,621.4,22.3,0,0.02,0.04,0,0,0,0,0.09,0.68
Knight Ridder,Newspaper,2710,NYS,US,63.3,0,346100,76.3,4263,1497.9,5760.9,5736.4,24.5,3014.1,3029.4,13.07,13.07,3.78,16.75,2.18,2.95,1.41,8.36,7.29,1.96,1.96,1.9,1.89,0.05,0.06,0.08,0.06,0.7,0.85,0.14,0.17,16.83,0.84,0.35,0.04,0.23,0.15,0.11,0.23,2920.6,4222.3,45.5,0.23,326.2,686.01,446.45,786.71,429.62,0.35,0.02,0,0.01,0.01,117.3,100.7,1932.1,3029.4,326.2,112.92,0.51,0.22,0.35,0.26,0.51,0.02,0.04,0
Knight Transportation Inc,Trucking,4200,NYS,US,20.77,-0.02,307400,85,1792.8,0,1792.8,1767.4,25.4,442.3,529.1,37.43,30.96,0.7,29.67,2.79,6.16,4.05,12.74,9.85,6.65,6.16,4,3.34,0.21,0.13,NA,0.29,1.32,1.05,0.24,0.3,82.36,0.88,0.14,0.99,0.16,0.31,0.11,0.31,265.6,402.9,38,7.46,47.9,138.71,83.23,179.51,0.87,0.4,0.09,0.01,0.05,0.06,115.7,40.8,0,529.1,57.9,6.8,0.02,0.71,0,0,0,0,NA,0.79
Knightsbridge Tankers,Maritime,4400,NDQ,Foreign,24.25,0,273693,17.1,424.4,131.7,556.1,524.4,31.7,135.7,NA,4.95,NA,NA,NA,NA,1.85,3.13,4.75,4.11,1.59,1.54,3.86,NA,NA,NA,NA,0.8,1.07,0.8,0.32,0.5,-44.1,0.43,0,-0.4,0.37,0.34,0.63,0.81,328.9,365.6,26.9,-26.9,85.8,110.47,110.47,127.67,154.57,0,0.2,0.06,NA,0.09,0,17.2,1.1,0,0,0,0,0.82,0.31,0.24,0.37,0,NA,0.08
Knoll Inc,Office Equip/Supplies,3570,NYS,US,25.69,0,1000,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.27,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0.37
Knology Inc,Telecom. Services,4810,NDQ,Foreign,3.84,0.02,67322,23.7,92.5,286.7,379.2,360.5,18.7,211.5,223.8,NA,NA,-2.4,NA,NA,1.07,0.44,10.91,3.36,1.02,1.02,1.7,1.61,NA,0.05,NA,0.18,0,0,0.43,0,-11.49,NA,NA,-0.35,-0.87,0.09,-0.36,0.16,354.6,418.6,-15.3,-0.89,-75.7,33.06,33.06,107.26,44.55,0,-0.07,0.05,0.08,0.04,63.6,74.2,117.6,223.8,-59,0,0.1,0.78,3.1,0.76,0.77,0,NA,0.48
Knova Software Inc,Internet,7370,NDQ,Foreign,2.55,0,500,2.4,22.3,3.1,25.4,24,1.4,11.5,19.2,NA,NA,NA,NA,NA,223,1.94,NA,29.2,13.33,7.94,2.09,1.25,NA,NA,NA,0.12,0,0.95,0.48,0,-1.27,NA,NA,16.22,-30,-0.04,-0.26,-0.01,1.8,8.1,-0.7,-0.47,-3,-0.08,-0.08,0.82,1.19,0,-0.06,0.06,0.07,0.17,0.1,0.9,9.2,19.2,-2.3,0,0.3,0.06,0.14,0.12,0.97,0,NA,0
Knox Nursery Inc,Paper/Forest Products,2600,NDQ,US,0.05,0,5680,12,0.6,3.9,4.5,4.4,0.1,7.8,NA,NA,NA,NA,NA,NA,0.43,0.08,11.33,4.45,0.85,0.85,0.56,NA,NA,NA,NA,-0.01,1.03,0.6,NA,0.83,-1.3,0.25,NA,-3.35,-0.21,0.07,-0.04,0.05,5.2,6.8,0.9,-0.9,-0.3,0.39,0.39,0.99,1.69,0,0.12,0.02,NA,0.01,0.2,0.6,2.6,0,0,0,0,0.62,6.5,0.87,0.74,0,NA,0
Kohl's Corp.,Retail Store,5300,NYS,US,48.58,0,2196800,343.3,16815.9,1106.9,17922.8,17806.1,116.7,11700.6,12828.9,23.02,22.59,2.67,18.19,1.4,3.39,1.44,11.68,9.82,2.99,2.95,1.52,1.39,0.26,0.17,0.15,0.13,0.82,0.95,0.15,0.35,801.41,0.47,0,0.85,0.15,0.16,0.06,0.13,5956.9,7979.3,2074.1,200.01,730.4,1524.59,948.29,1812.79,146.89,0.38,0.18,0.01,0.01,0.01,889.6,288.2,2588.8,12828.9,744.3,0,0,0.5,0.07,0.06,0.18,0,0.11,0.83
Kolorfusion Intl Inc,Machinery,3500,NDQ,US,0.09,0.13,15000,24.1,2.4,1.2,3.6,3.4,0.2,2.3,2.3,NA,NA,NA,NA,NA,NA,1.04,NA,47.63,NA,NA,1.48,1.48,NA,NA,NA,-0.08,3.39,0.35,0.73,0.93,-0.3,0.73,NA,1.31,NA,1.14,-0.26,-0.1,-0.2,1.6,-1.1,0,-0.6,-0.23,-0.23,0.07,0.07,0,-0.48,0.06,0.09,0.13,0,0.3,1.4,2.3,-0.8,0,0.44,0.06,0.5,0.33,NA,0,NA,0
Komatsu Ltd,Machinery,3500,NDQ,US,66.3,0,4114,0,0,0,0,0,0,NA,13735.2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5,0.7,NA,0.28,0,0.36,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,0,0,0,13735.2,618.6,0,NA,NA,NA,NA,NA,0,NA,0
Komodo Inc,Internet,7370,NDQ,Foreign,1.04,-0.05,500,14.1,15.4,0,15.4,14.8,0.6,NA,NA,NA,NA,NA,NA,NA,25.67,NA,NA,NA,NA,25.67,NA,NA,NA,NA,NA,0,0.83,1.55,0.38,2.3,0.1,0.07,NA,NA,-1.33,NA,NA,NA,0,0.9,-0.2,0,-0.8,NA,NA,NA,NA,0,NA,0.04,NA,0.67,0.1,0,0.8,0,0,0,0,0.22,0,0,0,0,NA,0
Kona Grill Inc,Restaurant,5812,NDQ,Foreign,8.5,0.02,87208,0,0,0,0,0,0,NA,NA,NA,NA,-0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.23,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0.2
Kopin Corp,Electrical Equipment,3600,NDQ,US,5.35,-0.01,757299,70.1,381.4,0,381.4,269.5,111.9,87.3,83.8,NA,254.27,0.16,33.44,NA,2.74,4.37,NA,66.36,9.87,2.74,3.09,3.22,NA,0.1,NA,0.14,2.47,2.1,0.47,0.59,-8.66,0.84,NA,1.59,-0.1,-0.2,-0.16,-0.06,27.3,155.8,11.5,-0.46,-13.8,-5.44,-5.44,4.06,3.22,0,0.13,0.29,1.34,0.72,1.3,9.5,30,83.8,1.5,0,0,0.07,0,0,0,0,NA,0.41
Kore Holdings Inc,Internet,7370,NDQ,Foreign,0.72,0.06,13950,4.9,3.3,0,3.3,3,0.3,2.6,1.6,33,NA,NA,NA,NA,0.35,1.27,15.59,10.26,0.33,0.35,1.15,1.88,NA,NA,NA,0.02,0,0.4,0.74,0,-0.06,NA,0,-0.32,0.01,0.02,0.04,0.07,9.2,9.6,-0.1,0.04,0.1,0.19,0.19,0.29,0.25,0,-0.04,0.09,0.19,0.03,0,0.1,1.1,1.6,-0.1,0,0.34,0.6,0,0,0,0,NA,0
Korea Electric ADR,Utility (Foreign),4914,NYS,Foreign,19.46,0.01,412900,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.51,0.7,0.24,0.24,0,0.42,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0.11
Korea Fund,Investment Co.(Foreign),6730,NYS,US,35.6,0.01,133400,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.57,1.05,0.24,0.28,0,1.13,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0.02,NA,0.21
Korn/Ferry Int'l,Human Resources,7363,NYS,US,18.72,-0.03,242400,39.9,773.9,44.9,818.8,611.9,206.9,476.4,516.6,20.05,18.51,1.16,16.14,0.67,3.06,1.62,8.24,7.41,5.44,2.65,1.28,1.18,NA,0.3,0.14,0.3,1.46,1.25,0.21,0.51,-6.04,0.57,0,-0.12,0.15,0.43,0.08,0.16,112.5,534.2,-60.9,-5.14,38.6,74.22,48.61,82.62,54.65,0.35,-0.13,0.25,0.4,0.39,7.5,8.4,109.2,516.6,41.8,0,0.2,0.03,0.06,0.05,0.15,0,0.04,0.85
KOS Pharmaceutical Inc.,Drug,2834,NDQ,US,51.73,-0.01,302072,40.2,2430,19.3,2449.3,2190.6,258.7,497.1,688.5,17.08,16.78,2.73,18.95,0.76,5.58,4.89,17.02,15.21,11.19,5.39,4.41,3.18,NA,0.22,NA,0.55,2.27,1.25,0.44,0.56,-3.68,0.82,0,-0.03,0.33,0.66,0.29,0.26,195.7,586.9,5.5,2.12,142.3,128.7,128.7,144,132.38,0,0.01,0.11,0.38,0.44,9.5,15.3,235.7,688.5,144.8,0,0.26,0.04,0.01,0.01,0.04,0,NA,0.41
Kosan Biosciences Inc,Drug,2834,NDQ,US,4.44,0.01,218513,29.1,129.2,4.2,133.4,65.8,67.6,22.9,13.2,NA,NA,-1.13,NA,NA,1.87,5.64,NA,NA,11.34,1.82,2.87,4.98,NA,NA,NA,-0.28,1.36,1.05,0.42,0.74,2.04,0.37,NA,-0.1,-0.32,-3.57,-0.97,-0.91,5.8,96.6,-5.3,2.24,-22.1,-20.73,-20.73,-18.23,-22.78,0,-0.23,0.51,5.12,0.7,2.3,2.5,5.9,13.2,-29.7,0,0,0.07,0.03,0.03,0.06,0,NA,0.57
Koss Corp,Electrical Equipment,3600,NDQ,US,26.14,0.01,1888,3.7,97,0,97,91.8,5.2,40.3,43.2,21.56,19.4,NA,NA,NA,4.39,2.41,12.12,10.71,5.43,4.39,2.28,2.13,0.08,NA,NA,0,0.12,0.45,0.25,0.31,1.09,0.08,0.43,0.24,0.2,0.27,0.11,0.19,16.9,29.2,12.4,0.89,4.5,7.57,4.6,8.57,3.51,0.39,0.31,0.05,0.12,0.18,1.2,1,8.5,43.2,5,1.92,0.02,0.1,0,0,0,0.02,NA,0.11
Kraft Foods,Food Processing,2000,NYS,US,28.17,-0.01,962100,1705.4,47501.4,12291,59792.4,59510.4,282,32168,33234,14.82,14.82,1.92,14.67,4.23,1.59,1.48,9.47,8.31,1.42,1.42,1.85,1.79,NA,0.04,0.04,0.05,0.67,0.65,0.12,0.21,224.1,0.63,0.49,0.05,0.11,0.1,0.1,0.2,41920,59928,2930,97.1,3205,6282.41,4254.2,7161.41,4030.1,0.32,0.09,0,0.01,0,1006,879,6473,33234,3205,1568.97,0.6,0.17,0.26,0.21,0.29,0.03,NA,0.12
Kreisler Mfg Corp.,Aerospace/Defense,3720,NDQ,US,7,0.01,4400,1.8,12.7,0.4,13.1,9.7,3.4,14.4,15.4,63.5,NA,NA,NA,NA,1.34,0.88,15.56,9.48,1.49,1.32,0.67,0.63,NA,NA,NA,0.13,-0.07,0.7,0.38,0.42,0.44,-0.03,0,1.32,0.02,0.05,0.01,0.04,6.5,11.6,4.9,0.34,0.2,0.62,0.33,1.02,-0.11,0.47,0.34,0.26,0.22,0.29,0.5,0.4,0.4,15.4,0,0,0,0.13,0.03,0.03,0.04,0,NA,0.03
Krispy Kreme,Restaurant,5812,NYS,US,5.71,0,997600,61.3,346.4,138,484.4,463.4,21,665.6,717.4,6.12,6.6,NA,NA,NA,0.77,0.52,3.82,3.29,0.81,0.82,0.7,0.65,0.52,NA,NA,0.24,1.32,1.2,0.54,0.59,65.12,0.45,0,0.89,0.13,0.13,0.09,0.18,569.2,660.7,67.1,5.22,56.6,121.27,72.85,140.97,7.73,0.4,0.1,0.04,0.03,0.03,79.6,19.7,36.9,717.4,52.5,0,0.31,0.43,0.4,0.28,0.23,0,0.11,0.59
Kroger Co.,Grocery,5400,NYS,US,18.88,0,2572300,728,13615.5,7971,21586.5,21442.5,144,56434,58362,17.94,17.94,1.41,13.39,1.79,3.85,0.24,7.14,5.04,1.89,1.88,0.38,0.37,0.05,0.1,0.07,0.07,1.38,1.05,0.16,0.28,359.58,0.98,0,0.19,0.21,0.17,0.01,0.05,11367,20491,17,0.58,759,3002.29,1914.92,4258.29,1555.34,0.36,0,0.01,0,0.01,1615,1256,11291,58362,759,0,0.11,0.56,0.59,0.37,0.69,0,0.01,0.69
Kronos Advanced Tech Inc,Apparel,2300,NDQ,US,0.06,0.13,1260860,72.8,5.6,6.8,12.4,10.8,1.6,0.4,0.6,NA,NA,NA,NA,NA,NA,14,NA,NA,8.31,NA,27,18,NA,NA,NA,-0.34,1.57,0.45,0.7,0.97,-0.85,0.32,NA,0.41,NA,-1.6,-8,-5.21,1.3,4,-0.7,-0.35,-3.2,-2.09,-2.09,-1.59,-1.24,0,-1.75,0.13,2.67,0.4,0,0.5,0.7,0.6,-2.8,0,0.53,0,1.21,0.55,NA,0,NA,0
Kronos Inc.,Precision Instrument,3800,NDQ,US,41.86,0,158895,31.3,1353.8,0,1353.8,1262.7,91.1,450.7,518.7,29.24,29.24,1.85,22.63,1.95,4.85,3,13.08,10.09,6.72,4.85,2.8,2.43,0.16,0.15,0.11,0.1,2.29,1.3,0.19,0.47,-24.62,0.98,0,-0.38,0.17,0.34,0.1,0.21,188,505.8,-81,-12.22,46.3,96.54,64.15,125.14,88.77,0.34,-0.18,0.07,0.18,0.18,16.2,28.6,206.7,518.7,46.3,0,0.25,0.09,0,0,0,0,0.04,0.91
KS Bancorp Inc,Thrift,6120,0,US,18.15,0,200,1.5,35.2,0,35.2,30.2,5,NA,NA,25.14,22,NA,NA,NA,1.89,NA,NA,NA,2.22,1.89,NA,NA,NA,NA,NA,0,0,0.35,NA,0,0,NA,0,NA,0.08,NA,NA,NA,13.6,201.5,0,0,1.4,NA,NA,NA,NA,0.36,NA,0.14,NA,0.02,0,0,3.2,0,1.6,0,0,0.03,0,0,0,0,NA,0
K-Sea Trans. Ptnrs L.P.,Maritime,4400,NYS,Foreign,34.95,0,38200,8.8,310.1,114,424.1,424,0.1,121.4,129.5,35.24,31.32,1.62,21.57,6.61,2.19,2.55,11.38,7.17,1.66,1.66,3.49,3.27,NA,0.05,NA,-0.4,0,0,0.13,0,34.95,NA,2.28,1,0.06,0.14,0.07,0.31,255.8,273.3,5.2,0.35,8.8,37.26,35.09,59.16,0.15,0.06,0.04,0,0,0,56.5,21.9,11.2,129.5,9.9,20.06,0,0.89,0.37,0.27,0.45,0.07,NA,0.47
KSW Inc,Machinery,3500,NDQ,US,2.8,0,25090,5.5,15.8,0,15.8,12.1,3.7,26.3,35,NA,19.75,NA,NA,NA,2.32,0.6,NA,NA,3.9,2.32,0.46,0.35,NA,NA,NA,-0.25,-0.88,0.35,0.77,0.82,-0.27,-0.22,NA,0.21,-0.19,-0.4,-0.05,-0.05,3.1,13.9,-0.5,-0.17,-1.3,-1.24,-1.24,-1.14,-0.98,0,-0.02,0.23,0.11,0.27,0,0.1,3.5,35,0.8,0,0,0.01,0,0,0,0,NA,0
K-Swiss Inc.,Shoe,3140,NDQ,US,32.44,-0.01,102728,34.6,1125.6,6.8,1132.4,987.5,144.9,484.1,504.7,17.62,17.62,2.15,15.09,1.14,4.96,2.33,9.83,9.68,11.13,4.85,2.04,1.96,0.29,0.16,0.12,0.16,1.07,0.75,0.15,0.37,3.22,0.57,0.11,0.05,0.28,0.72,0.13,0.21,88.7,294.9,80.4,3.42,63.9,100.5,64.26,102,61.04,0.36,0.17,0.13,0.29,0.49,1.3,1.5,122.3,504.7,63.9,6.92,0.03,0.03,0.01,0.01,0.03,0.01,0.98,0.71
KT Corporation,Telecom. Services,4810,NYS,Foreign,21.55,0,323000,0,0,0,0,0,0,NA,14843.5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5,0.9,NA,0.21,0,0.47,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,0,0,0,14843.5,1859.4,0,NA,NA,NA,NA,NA,0,NA,0
K-Tron Intl.,Precision Instrument,3800,NDQ,US,37.1,-0.02,1000,2.5,97.1,22.8,119.9,107.5,12.4,112.5,120.1,14.71,12.61,NA,NA,NA,2.13,0.86,7.66,5.89,1.92,1.75,0.96,0.9,-0.02,NA,NA,0.15,0.23,0.6,0.21,0.24,-1.56,0.19,0,-0.15,0.14,0.19,0.06,0.12,56,93,15.4,1.04,6.6,14.04,10.63,18.24,12.19,0.24,0.14,0.1,0.1,0.13,1.6,4.2,36.5,120.1,7.7,0,0.15,0.27,0.23,0.19,0.33,0,NA,0.53
Kulicke & Soffa,Semiconductor Equip,3680,NDQ,US,8.84,-0.01,746058,51.2,461.1,275.9,737,641.2,95.8,717.8,526.8,8.13,8.13,0.65,13.6,NA,6.88,0.64,5.64,4.44,2.59,2.15,0.89,1.22,NA,NA,0.09,0.42,3.1,2.05,0.36,0.72,-43.35,0.86,0,-0.43,0.85,0.41,0.08,0.16,247.1,487.7,97.9,-26.05,56.7,113.63,100.53,144.33,143.88,0.12,0.14,0.13,0.18,0.2,13.4,30.7,148.1,526.8,56.7,0,0.28,0.11,0.6,0.37,0.8,0,0.05,0.72
Kupper Parker Commun,Advertising,7310,NDQ,US,0.18,0,2728,5.9,1,2.7,3.7,3.4,0.3,10.7,10.7,0.77,0.77,NA,NA,NA,0.63,0.09,2.85,2.01,0.85,0.86,0.32,0.32,NA,NA,NA,-0.08,0.31,0,NA,0.56,-0.4,0.11,0,-0.34,0.81,0.3,0.12,0.11,4,11.2,-1.8,0,1.3,1.19,1.19,1.69,1.59,0,-0.17,0.08,0.03,0.03,0.1,0.5,2.6,10.7,1.3,0,0.43,0.04,2.7,0.73,0.63,0,NA,0
K-V Pharmaceutical,Drug,2834,NYS,US,20.66,0.01,400,49.3,1012.6,210.8,1223.4,1017.9,205.5,303.5,339.9,30.41,45.41,NA,NA,NA,3.46,3.34,15.69,12.92,3.42,2.43,3.35,2.99,0.18,NA,NA,0.07,1.18,1.15,0.24,0.45,61.45,0.52,0,1.42,0.11,0.14,0.11,0.21,298,558.3,98,11.75,33.3,64.89,43.15,78.79,-18.3,0.33,0.32,0.17,0.6,0.37,63.6,13.9,140.2,339.9,22.3,0,0.14,0.24,0.21,0.17,0.42,0,NA,0.07
KVH Inds Inc,Telecom. Services,4810,NDQ,US,9.79,0,44342,14.5,143.4,2.5,145.9,100.2,45.7,62.3,69.4,NA,62.35,0.2,48.95,NA,2.12,2.3,NA,NA,4.09,2.08,1.61,1.44,NA,0.3,NA,-0.12,1.67,0.95,0.22,0.6,0.99,0.55,NA,-0.19,-0.09,-0.22,-0.1,-0.09,24.5,75.9,13.1,1.49,-6.1,-5.36,-5.36,-3.36,-6.35,0,0.21,0.31,0.66,0.6,1.5,2,27.4,69.4,2.3,0,0,0.11,0.02,0.02,0.04,0,NA,0.68
Kyocera Corp. ADR,Foreign Electronics,9975,NYS,Foreign,73.18,-0.01,14400,187.5,13686.3,1348,15034.3,11805.3,3229,11034,NA,31.9,NA,NA,NA,2.06,1.25,1.24,7.57,5.42,1.3,1.22,1.07,NA,0.08,0.16,0.06,0.09,0.68,1.05,0.11,0.24,-3018,0.57,0.39,-4.24,0.04,0.08,0.04,0.14,9099,16313,2957,-2957,429,1560.21,712.58,2176.21,3730.58,0.54,0.27,0.21,NA,0.2,555,616,2099,0,0,168.75,0.03,0.15,0.1,0.09,0.11,0.01,0.05,0.01
Kyphon Inc.,Medical Supplies,8060,NDQ,US,40.83,-0.01,331373,41.3,1817.7,0,1817.7,1706,111.7,213.4,282.6,83.76,56.45,0.87,46.93,2.97,10.12,8.52,45.89,42.68,25.13,10.12,7.99,6.04,NA,0.28,NA,0.55,0.8,1.15,0.33,0.57,20.55,0.28,0,0.91,0.12,0.33,0.1,0.17,67.9,213.4,42.4,13.75,21.7,37.17,22.67,39.97,2.12,0.39,0.2,0.06,0.4,0.52,9.6,2.8,154.3,282.6,32.2,0,0.02,0.06,0,0,0,0,NA,1
Kyzen Corp 'A',Chemical (Specialty),2820,NDQ,US,0.4,0,3600,4.7,2,0,2,1.6,0.4,6,6.3,20,NA,NA,NA,NA,1.05,0.33,6.26,4.5,1.07,1.05,0.27,0.25,NA,NA,NA,0.03,1.09,0.8,NA,0.86,0.05,0.25,0,0.2,0.05,0.17,0.02,0.04,1.5,2.4,1,0.05,0.1,0.26,0.26,0.36,0.21,0,0.17,0.2,0.06,0.17,0.1,0.1,3.2,6.3,0,0,0.08,0.08,0,0,0,0,NA,0.03
L A M Pharmaceutical Corp,Medical Supplies,8060,NDQ,Foreign,0.01,0,253600,66.1,1.1,0,1.1,1,0.1,0.2,0.2,NA,NA,NA,NA,NA,11,5.5,NA,NA,NA,11,5,5,NA,NA,NA,0.31,-0.19,0.9,0.94,0.89,-0.1,-0.04,NA,0.03,-34,#DIV/0!,-17,-19.31,0,1.3,-0.5,0,-3.4,-3.86,-3.86,-3.76,-3.76,0,-2.5,0.09,0.5,0.08,0,0.1,3.5,0.2,-3.3,0,0.46,0.08,0,0,0,0,NA,0
L-3 Communic. Hldgs.,Aerospace/Defense,3720,NYS,US,74.32,-0.01,291400,115.7,9014.4,2189.8,11204.2,10550.8,653.4,6897,8455.7,23.6,23.6,4.69,15.85,1.69,2.37,1.31,12.16,10.69,1.98,1.87,1.53,1.25,NA,0.14,0.14,0.14,0.27,0.95,0.13,0.25,182.85,0.22,0.15,0.33,0.1,0.1,0.06,0.13,5336.2,7780.8,979,221.25,381.9,867.64,555.29,986.54,372.44,0.36,0.14,0.06,0.08,0.08,80.5,118.9,212.7,8455.7,381.9,57.85,0.55,0.07,0.24,0.2,0.37,0.01,0.1,0.8
La Quinta Corp,R.E.I.T.,6720,NYS,US,11.13,0,966200,0,0,0,0,0,0,NA,728.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,NA,0,1.15,0.95,0.18,0.35,0,0.65,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,0,0,0,728.5,-1.5,0,NA,NA,NA,NA,NA,0,NA,0.86
